data,hora,ano,sessao,direcao,entrada,stop,alvo,lote,resultado,pnl_usd,capital_apos
2000-05-31,07:20,2000,,sell,0.9304,0,0,0.01,WIN,0.37,20.37
2000-05-31,08:50,2000,,buy,0.9313,0,0,0.01,WIN,0.08,20.45
2000-05-31,09:40,2000,,buy,0.9321,0,0,0.01,WIN,0.23,20.68
2000-05-31,20:00,2000,,buy,0.9372,0,0,0.01,WIN,0.22,20.9
2000-05-31,20:55,2000,,sell,0.9365,0,0,0.01,WIN,0.08,20.98
2000-05-31,23:05,2000,,buy,0.9366,0,0,0.01,WIN,0.22,21.2
2000-05-31,23:55,2000,,buy,0.9373,0,0,0.01,WIN,-0.08,21.12
2000-06-01,08:30,2000,,sell,0.9327,0,0,0.01,WIN,0.53,21.65
2000-06-01,12:55,2000,,sell,0.9297,0,0,0.01,LOSS,-0.75,20.9
2000-06-01,14:40,2000,,buy,0.9327,0,0,0.01,WIN,0.22,21.12
2000-06-01,20:20,2000,,buy,0.9322,0,0,0.01,WIN,0.38,21.5
2000-06-01,21:40,2000,,sell,0.9314,0,0,0.01,WIN,0.38,21.88
2000-06-02,00:30,2000,,buy,0.9315,0,0,0.01,LOSS,-0.05,21.83
2000-06-05,00:35,2000,,buy,0.9451,0,0,0.01,WIN,0.38,22.21
2000-06-05,02:15,2000,,sell,0.9444,0,0,0.01,WIN,0.52,22.73
2000-06-05,07:30,2000,,sell,0.9432,0,0,0.01,WIN,0.22,22.95
2000-06-05,17:10,2000,,sell,0.9477,0,0,0.01,WIN,0.83,23.78
2000-06-05,18:35,2000,,sell,0.9469,0,0,0.01,WIN,0.22,24.0
2000-06-05,19:50,2000,,sell,0.9463,0,0,0.01,WIN,-0.08,23.92
2000-06-06,01:10,2000,,buy,0.9464,0,0,0.01,WIN,0.08,24.0
2000-06-06,03:35,2000,,buy,0.9481,0,0,0.01,WIN,1.28,25.28
2000-06-06,07:30,2000,,buy,0.9475,0,0,0.01,WIN,0.68,25.96
2000-06-06,15:50,2000,,sell,0.9543,0,0,0.01,LOSS,-0.35,25.61
2000-06-06,17:25,2000,,sell,0.9541,0,0,0.01,LOSS,-0.25,25.36
2000-06-06,23:45,2000,,sell,0.9539,0,0,0.01,LOSS,0.05,25.41
2000-06-07,14:35,2000,,buy,0.962,0,0,0.01,LOSS,-0.35,25.06
2000-06-07,15:25,2000,,buy,0.9621,0,0,0.01,WIN,0.08,25.14
2000-06-07,20:00,2000,,sell,0.9594,0,0,0.01,WIN,0.82,25.96
2000-06-08,02:30,2000,,sell,0.9587,0,0,0.01,LOSS,1.15,27.11
2000-06-08,18:10,2000,,sell,0.956,0,0,0.01,WIN,-0.82,26.29
2000-06-09,02:10,2000,,sell,0.9545,0,0,0.01,LOSS,-0.05,26.24
2000-06-12,01:55,2000,,sell,0.9501,0,0,0.01,LOSS,-0.55,25.69
2000-06-12,03:15,2000,,buy,0.9507,0,0,0.01,WIN,0.82,26.51
2000-06-12,04:30,2000,,buy,0.9521,0,0,0.01,WIN,0.52,27.03
2000-06-12,07:20,2000,,sell,0.9524,0,0,0.01,WIN,0.07,27.1
2000-06-12,08:15,2000,,buy,0.9531,0,0,0.01,WIN,0.97,28.07
2000-06-12,13:30,2000,,sell,0.9546,0,0,0.01,WIN,0.52,28.59
2000-06-12,16:55,2000,,buy,0.954,0,0,0.01,LOSS,-0.15,28.44
2000-06-12,18:20,2000,,buy,0.9542,0,0,0.01,LOSS,-0.25,28.19
2000-06-12,19:15,2000,,sell,0.9537,0,0,0.01,WIN,0.68,28.87
2000-06-12,20:55,2000,,sell,0.953,0,0,0.01,WIN,0.23,29.1
2000-06-13,01:30,2000,,buy,0.9536,0,0,0.01,WIN,-0.38,28.72
2000-06-13,02:25,2000,,buy,0.9556,0,0,0.01,WIN,0.68,29.4
2000-06-13,08:25,2000,,buy,0.9589,0,0,0.01,WIN,0.97,30.37
2000-06-13,16:15,2000,,sell,0.9605,0,0,0.01,WIN,-0.08,30.29
2000-06-13,17:20,2000,,sell,0.9592,0,0,0.01,WIN,0.52,30.81
2000-06-13,20:15,2000,,buy,0.9597,0,0,0.01,WIN,-0.08,30.73
2000-06-13,20:55,2000,,buy,0.961,0,0,0.01,WIN,0.22,30.95
2000-06-14,00:30,2000,,sell,0.961,0,0,0.01,LOSS,-0.35,30.6
2000-06-14,13:45,2000,,buy,0.9603,0,0,0.01,WIN,0.53,31.13
2000-06-14,14:30,2000,,buy,0.961,0,0,0.01,LOSS,-0.05,31.08
2000-06-14,15:40,2000,,sell,0.9595,0,0,0.01,WIN,0.68,31.76
2000-06-14,16:50,2000,,sell,0.9582,0,0,0.01,WIN,0.97,32.73
2000-06-14,23:55,2000,,buy,0.9579,0,0,0.01,WIN,0.22,32.95
2000-06-15,01:15,2000,,buy,0.9583,0,0,0.01,LOSS,-0.25,32.7
2000-06-15,02:10,2000,,buy,0.9586,0,0,0.01,WIN,0.68,33.38
2000-06-15,14:45,2000,,buy,0.9538,0,0,0.01,LOSS,-0.05,33.33
2000-06-15,16:35,2000,,buy,0.9545,0,0,0.01,WIN,-0.07,33.26
2000-06-15,18:05,2000,,sell,0.9542,0,0,0.01,LOSS,-0.55,32.71
2000-06-16,04:15,2000,,sell,0.9532,0,0,0.01,WIN,0.68,33.39
2000-06-18,20:25,2000,,buy,0.9653,0,0,0.01,WIN,0.23,33.62
2000-06-19,00:15,2000,,buy,0.9651,0,0,0.01,WIN,0.22,33.84
2000-06-19,00:55,2000,,buy,0.9655,0,0,0.01,WIN,0.22,34.06
2000-06-19,01:40,2000,,buy,0.9673,0,0,0.01,LOSS,-0.25,33.81
2000-06-19,03:30,2000,,buy,0.9677,0,0,0.01,WIN,0.98,34.79
2000-06-19,08:35,2000,,sell,0.9634,0,0,0.01,WIN,0.82,35.61
2000-06-19,18:05,2000,,buy,0.9573,0,0,0.01,WIN,0.68,36.29
2000-06-19,18:50,2000,,buy,0.9579,0,0,0.01,WIN,0.22,36.51
2000-06-19,20:25,2000,,buy,0.9585,0,0,0.01,LOSS,-0.15,36.36
2000-06-20,01:10,2000,,buy,0.9584,0,0,0.01,LOSS,-0.05,36.31
2000-06-20,03:00,2000,,buy,0.9585,0,0,0.01,WIN,0.53,36.84
2000-06-20,06:30,2000,,sell,0.9564,0,0,0.01,WIN,0.52,37.36
2000-06-20,14:10,2000,,buy,0.9566,0,0,0.01,WIN,0.08,37.44
2000-06-20,19:05,2000,,sell,0.9543,0,0,0.01,WIN,0.52,37.96
2000-06-20,22:50,2000,,sell,0.9513,0,0,0.01,WIN,0.22,38.18
2000-06-21,08:15,2000,,sell,0.9465,0,0,0.01,LOSS,-0.45,37.73
2000-06-21,11:00,2000,,buy,0.9473,0,0,0.01,LOSS,-0.95,36.78
2000-06-21,12:15,2000,,sell,0.9458,0,0,0.01,WIN,0.53,37.31
2000-06-21,15:40,2000,,buy,0.9465,0,0,0.01,LOSS,-0.35,36.96
2000-06-21,16:35,2000,,sell,0.9453,0,0,0.01,WIN,0.22,37.18
2000-06-21,18:10,2000,,buy,0.9455,0,0,0.01,LOSS,-0.35,36.83
2000-06-21,19:20,2000,,sell,0.9451,0,0,0.01,LOSS,-0.25,36.58
2000-06-21,20:00,2000,,sell,0.9446,0,0,0.01,LOSS,-0.25,36.33
2000-06-21,21:50,2000,,buy,0.9465,0,0,0.01,LOSS,-0.55,35.78
2000-06-22,00:40,2000,,buy,0.9471,0,0,0.01,WIN,0.23,36.01
2000-06-22,01:25,2000,,sell,0.9464,0,0,0.01,LOSS,-0.45,35.56
2000-06-22,02:45,2000,,sell,0.9458,0,0,0.01,LOSS,-0.95,34.61
2000-06-22,05:25,2000,,sell,0.9427,0,0,0.01,WIN,1.28,35.89
2000-06-22,08:50,2000,,buy,0.9412,0,0,0.01,WIN,-0.22,35.67
2000-06-22,19:45,2000,,buy,0.9376,0,0,0.01,WIN,0.08,35.75
2000-06-22,21:00,2000,,sell,0.9371,0,0,0.01,WIN,0.52,36.27
2000-06-23,01:50,2000,,buy,0.9371,0,0,0.01,WIN,0.23,36.5
2000-06-23,03:35,2000,,sell,0.9362,0,0,0.01,WIN,0.67,37.17
2000-06-23,14:40,2000,,sell,0.9364,0,0,0.01,LOSS,-0.35,36.82
2000-06-25,20:55,2000,,buy,0.9369,0,0,0.01,WIN,0.22,37.04
2000-06-25,22:10,2000,,sell,0.9364,0,0,0.01,LOSS,-0.55,36.49
2000-06-25,23:45,2000,,sell,0.9362,0,0,0.01,LOSS,-0.35,36.14
2000-06-26,01:30,2000,,buy,0.9365,0,0,0.01,WIN,0.22,36.36
2000-06-26,15:10,2000,,sell,0.938,0,0,0.01,WIN,0.68,37.04
2000-06-26,18:00,2000,,buy,0.9373,0,0,0.01,WIN,0.38,37.42
2000-06-26,20:00,2000,,buy,0.9381,0,0,0.01,WIN,0.08,37.5
2000-06-27,00:40,2000,,buy,0.9389,0,0,0.01,WIN,0.07,37.57
2000-06-27,02:10,2000,,buy,0.9398,0,0,0.01,WIN,0.82,38.39
2000-06-27,06:50,2000,,buy,0.9415,0,0,0.01,LOSS,-0.25,38.14
2000-06-27,08:25,2000,,sell,0.9399,0,0,0.01,LOSS,-0.45,37.69
2000-06-27,09:10,2000,,sell,0.9392,0,0,0.01,WIN,0.82,38.51
2000-06-27,13:40,2000,,sell,0.9434,0,0,0.01,LOSS,-0.95,37.56
2000-06-27,16:40,2000,,sell,0.9458,0,0,0.01,WIN,0.38,37.94
2000-06-28,01:50,2000,,buy,0.9463,0,0,0.01,WIN,0.22,38.16
2000-06-28,05:10,2000,,sell,0.9431,0,0,0.01,WIN,0.68,38.84
2000-06-28,08:25,2000,,sell,0.9409,0,0,0.01,LOSS,-0.75,38.09
2000-06-28,09:55,2000,,buy,0.9442,0,0,0.01,WIN,0.53,38.62
2000-06-28,12:30,2000,,sell,0.9443,0,0,0.01,WIN,0.52,39.14
2000-06-28,13:10,2000,,sell,0.9429,0,0,0.01,WIN,0.38,39.52
2000-06-28,14:10,2000,,buy,0.9445,0,0,0.01,WIN,2.02,41.54
2000-06-28,19:25,2000,,buy,0.9433,0,0,0.01,WIN,0.08,41.62
2000-06-28,20:35,2000,,buy,0.9436,0,0,0.01,WIN,0.08,41.7
2000-06-28,21:35,2000,,sell,0.9429,0,0,0.01,WIN,0.38,42.08
2000-06-28,23:45,2000,,buy,0.9434,0,0,0.01,WIN,0.22,42.3
2000-06-29,01:35,2000,,buy,0.9442,0,0,0.01,LOSS,-0.55,41.75
2000-06-29,02:35,2000,,sell,0.9435,0,0,0.01,WIN,0.38,42.13
2000-06-29,06:05,2000,,buy,0.9504,0,0,0.01,WIN,1.42,43.55
2000-06-29,13:45,2000,,buy,0.9514,0,0,0.01,WIN,0.38,43.93
2000-06-29,14:50,2000,,buy,0.952,0,0,0.01,WIN,0.52,44.45
2000-06-29,19:15,2000,,buy,0.952,0,0,0.01,WIN,0.52,44.97
2000-06-29,19:55,2000,,buy,0.9528,0,0,0.01,LOSS,-0.65,44.32
2000-06-29,21:35,2000,,sell,0.952,0,0,0.01,WIN,0.23,44.55
2000-06-29,22:20,2000,,buy,0.9525,0,0,0.01,WIN,0.68,45.23
2000-06-30,01:05,2000,,buy,0.9527,0,0,0.01,WIN,0.08,45.31
2000-06-30,01:55,2000,,buy,0.9534,0,0,0.01,LOSS,-0.45,44.86
2000-06-30,07:25,2000,,sell,0.9569,0,0,0.01,WIN,0.98,45.84
2000-06-30,10:40,2000,,buy,0.9591,0,0,0.01,LOSS,-1.55,44.29
2000-07-02,21:00,2000,,buy,0.954,0,0,0.01,WIN,0.38,44.67
2000-07-02,23:20,2000,,sell,0.9543,0,0,0.01,WIN,0.37,45.04
2000-07-03,01:30,2000,,sell,0.9537,0,0,0.01,WIN,0.68,45.72
2000-07-03,09:30,2000,,sell,0.949,0,0,0.01,LOSS,-0.85,44.87
2000-07-03,21:00,2000,,sell,0.9495,0,0,0.01,LOSS,-0.25,44.62
2000-07-04,00:30,2000,,sell,0.9476,0,0,0.01,WIN,0.83,45.45
2000-07-04,03:00,2000,,buy,0.9488,0,0,0.01,LOSS,-0.45,45.0
2000-07-04,05:10,2000,,sell,0.9483,0,0,0.01,WIN,0.37,45.37
2000-07-04,10:15,2000,,buy,0.9488,0,0,0.01,WIN,-1.12,44.25
2000-07-04,21:40,2000,,buy,0.952,0,0,0.01,WIN,0.08,44.33
2000-07-04,23:00,2000,,buy,0.9526,0,0,0.01,WIN,0.37,44.7
2000-07-05,01:00,2000,,sell,0.9521,0,0,0.01,WIN,0.08,44.78
2000-07-05,02:00,2000,,buy,0.9527,0,0,0.01,WIN,0.37,45.15
2000-07-05,09:30,2000,,buy,0.9552,0,0,0.01,LOSS,-0.25,44.9
2000-07-05,12:10,2000,,sell,0.9541,0,0,0.01,WIN,0.83,45.73
2000-07-05,18:25,2000,,sell,0.9526,0,0,0.01,LOSS,-0.45,45.28
2000-07-05,20:00,2000,,buy,0.9535,0,0,0.01,LOSS,-0.15,45.13
2000-07-06,00:40,2000,,buy,0.9533,0,0,0.01,WIN,0.22,45.35
2000-07-06,02:05,2000,,buy,0.9548,0,0,0.01,WIN,0.67,46.02
2000-07-06,02:45,2000,,buy,0.9555,0,0,0.01,WIN,1.42,47.44
2000-07-06,07:00,2000,,sell,0.9576,0,0,0.01,WIN,0.98,48.42
2000-07-06,10:15,2000,,buy,0.9556,0,0,0.01,WIN,1.28,49.7
2000-07-06,18:50,2000,,sell,0.95,0,0,0.01,LOSS,-0.35,49.35
2000-07-06,20:25,2000,,buy,0.9512,0,0,0.01,LOSS,-0.55,48.8
2000-07-06,23:20,2000,,sell,0.9509,0,0,0.01,WIN,-0.07,48.73
2000-07-07,01:40,2000,,sell,0.95,0,0,0.01,WIN,0.68,49.41
2000-07-07,05:55,2000,,sell,0.9504,0,0,0.01,WIN,0.52,49.93
2000-07-07,06:45,2000,,sell,0.9494,0,0,0.01,WIN,0.68,50.61
2000-07-07,08:20,2000,,sell,0.9483,0,0,0.01,LOSS,-0.75,49.86
2000-07-07,11:20,2000,,sell,0.9495,0,0,0.01,LOSS,0.25,50.11
2000-07-07,12:00,2000,,sell,0.9486,0,0,0.01,WIN,0.52,50.63
2000-07-07,13:55,2000,,buy,0.9491,0,0,0.01,LOSS,-0.45,50.18
2000-07-07,14:40,2000,,sell,0.9479,0,0,0.01,WIN,0.08,50.26
2000-07-09,19:00,2000,,buy,0.9487,0,0,0.01,LOSS,0.55,50.81
2000-07-09,22:50,2000,,buy,0.9496,0,0,0.01,WIN,0.08,50.89
2000-07-10,01:10,2000,,buy,0.9516,0,0,0.01,WIN,0.38,51.27
2000-07-10,04:10,2000,,sell,0.9515,0,0,0.01,LOSS,-0.65,50.62
2000-07-10,06:35,2000,,buy,0.9526,0,0,0.01,LOSS,-0.45,50.17
2000-07-10,09:35,2000,,sell,0.9517,0,0,0.01,LOSS,-0.65,49.52
2000-07-10,13:25,2000,,buy,0.9532,0,0,0.01,WIN,0.23,49.75
2000-07-10,14:25,2000,,buy,0.9536,0,0,0.01,WIN,1.12,50.87
2000-07-10,15:40,2000,,buy,0.9554,0,0,0.01,LOSS,-0.55,50.32
2000-07-10,19:40,2000,,sell,0.9546,0,0,0.01,LOSS,-0.25,50.07
2000-07-10,22:40,2000,,sell,0.9547,0,0,0.01,WIN,0.22,50.29
2000-07-11,00:30,2000,,sell,0.9543,0,0,0.01,LOSS,-0.45,49.84
2000-07-11,01:45,2000,,buy,0.9547,0,0,0.01,WIN,-0.08,49.76
2000-07-11,03:40,2000,,sell,0.9547,0,0,0.01,WIN,0.83,50.59
2000-07-11,05:50,2000,,buy,0.9551,0,0,0.01,LOSS,-0.25,50.34
2000-07-11,06:50,2000,,sell,0.9544,0,0,0.01,WIN,0.37,50.71
2000-07-11,10:25,2000,,sell,0.9521,0,0,0.01,WIN,0.23,50.94
2000-07-11,12:55,2000,,buy,0.9512,0,0,0.01,WIN,0.53,51.47
2000-07-11,13:45,2000,,buy,0.9516,0,0,0.01,WIN,0.52,51.99
2000-07-11,15:15,2000,,buy,0.9528,0,0,0.01,LOSS,-0.25,51.74
2000-07-11,19:55,2000,,sell,0.9521,0,0,0.01,WIN,0.83,52.57
2000-07-11,20:35,2000,,sell,0.951,0,0,0.01,WIN,0.08,52.65
2000-07-11,21:25,2000,,sell,0.9504,0,0,0.01,LOSS,-0.15,52.5
2000-07-11,23:00,2000,,sell,0.9501,0,0,0.01,LOSS,-0.15,52.35
2000-07-12,00:55,2000,,buy,0.9507,0,0,0.01,WIN,0.52,52.87
2000-07-12,01:45,2000,,sell,0.9502,0,0,0.01,WIN,0.97,53.84
2000-07-12,04:35,2000,,buy,0.9498,0,0,0.01,WIN,0.82,54.66
2000-07-12,08:50,2000,,sell,0.9487,0,0,0.01,WIN,0.83,55.49
2000-07-12,15:30,2000,,buy,0.9427,0,0,0.01,LOSS,-0.25,55.24
2000-07-12,17:40,2000,,sell,0.9422,0,0,0.01,LOSS,-0.35,54.89
2000-07-12,20:50,2000,,sell,0.9411,0,0,0.01,WIN,0.22,55.11
2000-07-13,01:00,2000,,sell,0.9414,0,0,0.01,LOSS,-0.25,54.86
2000-07-13,01:45,2000,,sell,0.9411,0,0,0.01,LOSS,-0.25,54.61
2000-07-13,04:20,2000,,sell,0.9409,0,0,0.01,WIN,1.28,55.89
2000-07-13,05:15,2000,,sell,0.937,0,0,0.01,LOSS,-0.45,55.44
2000-07-13,06:50,2000,,sell,0.9363,0,0,0.01,WIN,0.52,55.96
2000-07-13,13:25,2000,,buy,0.9374,0,0,0.01,LOSS,-0.35,55.61
2000-07-13,18:20,2000,,sell,0.9371,0,0,0.01,WIN,0.22,55.83
2000-07-13,20:55,2000,,sell,0.9344,0,0,0.01,LOSS,-0.35,55.48
2000-07-14,01:50,2000,,buy,0.9357,0,0,0.01,WIN,0.22,55.7
2000-07-14,10:00,2000,,buy,0.9349,0,0,0.01,WIN,1.42,57.12
2000-07-14,13:50,2000,,sell,0.9365,0,0,0.01,LOSS,-0.45,56.67
2000-07-14,14:40,2000,,buy,0.9374,0,0,0.01,WIN,0.38,57.05
2000-07-14,16:05,2000,,buy,0.9383,0,0,0.01,WIN,0.53,57.58
2000-07-16,21:10,2000,,sell,0.9378,0,0,0.01,LOSS,-0.15,57.43
2000-07-16,22:45,2000,,buy,0.9385,0,0,0.01,WIN,0.08,57.51
2000-07-17,02:00,2000,,sell,0.938,0,0,0.01,WIN,0.38,57.89
2000-07-17,06:25,2000,,sell,0.9387,0,0,0.01,LOSS,-0.35,57.54
2000-07-17,07:25,2000,,sell,0.9383,0,0,0.01,WIN,0.52,58.06
2000-07-17,09:05,2000,,sell,0.9347,0,0,0.01,LOSS,-0.55,57.51
2000-07-17,09:55,2000,,buy,0.9361,0,0,0.01,LOSS,-0.75,56.76
2000-07-17,15:15,2000,,buy,0.9362,0,0,0.01,WIN,0.68,57.44
2000-07-17,16:15,2000,,buy,0.9365,0,0,0.01,LOSS,-0.15,57.29
2000-07-17,20:30,2000,,sell,0.936,0,0,0.01,WIN,0.37,57.66
2000-07-17,23:50,2000,,buy,0.9361,0,0,0.01,LOSS,-0.05,57.61
2000-07-18,01:00,2000,,sell,0.9356,0,0,0.01,WIN,0.08,57.69
2000-07-18,02:45,2000,,buy,0.9359,0,0,0.01,LOSS,-0.35,57.34
2000-07-18,04:50,2000,,buy,0.9366,0,0,0.01,LOSS,-0.35,56.99
2000-07-18,05:50,2000,,sell,0.9359,0,0,0.01,WIN,0.38,57.37
2000-07-18,10:10,2000,,sell,0.9345,0,0,0.01,LOSS,-0.75,56.62
2000-07-18,16:45,2000,,sell,0.9257,0,0,0.01,WIN,0.53,57.15
2000-07-19,00:00,2000,,sell,0.9254,0,0,0.01,WIN,0.38,57.53
2000-07-19,01:55,2000,,buy,0.9257,0,0,0.01,WIN,0.52,58.05
2000-07-19,03:45,2000,,sell,0.925,0,0,0.01,WIN,0.22,58.27
2000-07-19,06:35,2000,,sell,0.9224,0,0,0.01,WIN,0.67,58.94
2000-07-19,07:25,2000,,sell,0.9208,0,0,0.01,LOSS,-0.45,58.49
2000-07-19,15:15,2000,,buy,0.9241,0,0,0.01,WIN,0.08,58.57
2000-07-19,16:20,2000,,buy,0.9245,0,0,0.01,WIN,0.22,58.79
2000-07-19,17:30,2000,,buy,0.9249,0,0,0.01,WIN,0.08,58.87
2000-07-19,19:05,2000,,buy,0.9258,0,0,0.01,WIN,0.38,59.25
2000-07-19,21:20,2000,,sell,0.9255,0,0,0.01,WIN,0.38,59.63
2000-07-19,23:20,2000,,sell,0.9248,0,0,0.01,WIN,0.08,59.71
2000-07-20,00:35,2000,,sell,0.9242,0,0,0.01,LOSS,-0.35,59.36
2000-07-20,01:35,2000,,buy,0.9247,0,0,0.01,WIN,0.07,59.43
2000-07-20,03:35,2000,,sell,0.9226,0,0,0.01,WIN,0.83,60.26
2000-07-20,05:20,2000,,sell,0.9217,0,0,0.01,LOSS,-0.95,59.31
2000-07-20,06:00,2000,,sell,0.9208,0,0,0.01,LOSS,-0.65,58.66
2000-07-20,07:25,2000,,buy,0.9221,0,0,0.01,LOSS,-0.75,57.91
2000-07-20,08:40,2000,,buy,0.9231,0,0,0.01,WIN,0.83,58.74
2000-07-20,10:25,2000,,buy,0.9257,0,0,0.01,LOSS,-0.45,58.29
2000-07-20,11:10,2000,,buy,0.9262,0,0,0.01,WIN,1.88,60.17
2000-07-20,13:50,2000,,buy,0.9322,0,0,0.01,WIN,0.98,61.15
2000-07-20,15:25,2000,,buy,0.9335,0,0,0.01,WIN,0.52,61.67
2000-07-20,23:10,2000,,buy,0.933,0,0,0.01,WIN,0.23,61.9
2000-07-21,00:55,2000,,sell,0.9323,0,0,0.01,WIN,0.22,62.12
2000-07-21,01:40,2000,,buy,0.9328,0,0,0.01,WIN,0.22,62.34
2000-07-21,02:25,2000,,buy,0.9336,0,0,0.01,LOSS,-0.25,62.09
2000-07-21,06:55,2000,,sell,0.9346,0,0,0.01,LOSS,-0.75,61.34
2000-07-24,01:20,2000,,sell,0.9362,0,0,0.01,WIN,0.52,61.86
2000-07-24,04:05,2000,,sell,0.9339,0,0,0.01,LOSS,-0.05,61.81
2000-07-24,05:55,2000,,buy,0.935,0,0,0.01,WIN,0.23,62.04
2000-07-24,07:10,2000,,sell,0.9342,0,0,0.01,WIN,0.67,62.71
2000-07-24,08:15,2000,,sell,0.9329,0,0,0.01,LOSS,-0.35,62.36
2000-07-24,10:50,2000,,sell,0.9332,0,0,0.01,WIN,0.52,62.88
2000-07-24,11:45,2000,,sell,0.932,0,0,0.01,LOSS,-0.55,62.33
2000-07-24,12:45,2000,,buy,0.9334,0,0,0.01,LOSS,-0.35,61.98
2000-07-24,13:25,2000,,buy,0.9337,0,0,0.01,LOSS,-0.65,61.33
2000-07-24,16:05,2000,,buy,0.9332,0,0,0.01,LOSS,-0.55,60.78
2000-07-24,23:20,2000,,buy,0.9329,0,0,0.01,WIN,-0.08,60.7
2000-07-25,00:40,2000,,buy,0.9332,0,0,0.01,WIN,0.38,61.08
2000-07-25,01:30,2000,,buy,0.9341,0,0,0.01,WIN,0.38,61.46
2000-07-25,02:25,2000,,buy,0.9355,0,0,0.01,WIN,0.38,61.84
2000-07-25,06:45,2000,,buy,0.9424,0,0,0.01,LOSS,-0.25,61.59
2000-07-25,18:45,2000,,buy,0.9389,0,0,0.01,WIN,0.37,61.96
2000-07-25,21:15,2000,,buy,0.9395,0,0,0.01,WIN,-0.08,61.88
2000-07-25,22:50,2000,,buy,0.94,0,0,0.01,WIN,0.08,61.96
2000-07-26,05:20,2000,,sell,0.9423,0,0,0.01,WIN,0.67,62.63
2000-07-26,09:55,2000,,buy,0.9412,0,0,0.01,WIN,1.88,64.51
2000-07-26,14:35,2000,,sell,0.9414,0,0,0.01,LOSS,-0.75,63.76
2000-07-26,15:30,2000,,buy,0.9424,0,0,0.01,WIN,0.83,64.59
2000-07-26,16:10,2000,,buy,0.9429,0,0,0.01,WIN,0.52,65.11
2000-07-26,17:00,2000,,buy,0.9434,0,0,0.01,WIN,0.38,65.49
2000-07-26,20:00,2000,,sell,0.9434,0,0,0.01,WIN,0.22,65.71
2000-07-26,22:35,2000,,buy,0.9435,0,0,0.01,LOSS,-0.45,65.26
2000-07-27,01:00,2000,,buy,0.9439,0,0,0.01,WIN,-0.08,65.18
2000-07-27,03:30,2000,,sell,0.9408,0,0,0.01,WIN,0.83,66.01
2000-07-27,05:20,2000,,sell,0.9396,0,0,0.01,LOSS,-0.85,65.16
2000-07-27,07:10,2000,,sell,0.9395,0,0,0.01,WIN,0.38,65.54
2000-07-27,07:55,2000,,sell,0.939,0,0,0.01,WIN,0.38,65.92
2000-07-27,10:35,2000,,buy,0.9396,0,0,0.01,LOSS,-0.85,65.07
2000-07-27,18:35,2000,,sell,0.9319,0,0,0.01,WIN,0.08,65.15
2000-07-28,01:10,2000,,buy,0.9328,0,0,0.01,LOSS,-0.05,65.1
2000-07-28,02:15,2000,,buy,0.9333,0,0,0.01,LOSS,-0.05,65.05
2000-07-28,08:25,2000,,sell,0.9273,0,0,0.01,WIN,0.52,65.57
2000-07-28,12:35,2000,,sell,0.9244,0,0,0.01,LOSS,-0.55,65.02
2000-07-31,01:10,2000,,sell,0.9236,0,0,0.01,LOSS,-0.05,64.97
2000-07-31,02:30,2000,,buy,0.9242,0,0,0.01,WIN,0.37,65.34
2000-07-31,03:50,2000,,sell,0.9234,0,0,0.01,LOSS,-0.45,64.89
2000-07-31,07:00,2000,,sell,0.9244,0,0,0.01,LOSS,-0.45,64.44
2000-07-31,13:45,2000,,sell,0.9269,0,0,0.01,WIN,-0.07,64.37
2000-07-31,19:25,2000,,buy,0.9274,0,0,0.01,LOSS,-0.15,64.22
2000-08-01,01:30,2000,,buy,0.9276,0,0,0.01,WIN,-0.22,64.0
2000-08-01,02:35,2000,,sell,0.926,0,0,0.01,WIN,0.67,64.67
2000-08-01,05:00,2000,,buy,0.9263,0,0,0.01,WIN,0.68,65.35
2000-08-01,08:40,2000,,buy,0.9269,0,0,0.01,WIN,0.82,66.17
2000-08-01,15:15,2000,,sell,0.9191,0,0,0.01,WIN,2.17,68.34
2000-08-01,18:25,2000,,buy,0.9151,0,0,0.01,WIN,0.38,68.72
2000-08-01,19:30,2000,,buy,0.9158,0,0,0.01,WIN,0.97,69.69
2000-08-02,01:50,2000,,sell,0.9165,0,0,0.01,LOSS,-0.15,69.54
2000-08-02,07:45,2000,,sell,0.9149,0,0,0.01,WIN,0.82,70.36
2000-08-02,11:15,2000,,buy,0.9147,0,0,0.01,LOSS,-0.75,69.61
2000-08-02,13:50,2000,,buy,0.915,0,0,0.01,WIN,0.53,70.14
2000-08-02,18:10,2000,,buy,0.9143,0,0,0.01,WIN,0.08,70.22
2000-08-02,20:30,2000,,buy,0.9156,0,0,0.01,WIN,0.08,70.3
2000-08-02,23:45,2000,,buy,0.9163,0,0,0.01,WIN,0.22,70.52
2000-08-03,02:30,2000,,sell,0.9164,0,0,0.01,WIN,0.52,71.04
2000-08-03,04:05,2000,,sell,0.915,0,0,0.01,WIN,1.12,72.16
2000-08-03,13:20,2000,,buy,0.9056,0,0,0.01,LOSS,-0.05,72.11
2000-08-03,14:00,2000,,buy,0.9062,0,0,0.01,WIN,1.12,73.23
2000-08-03,20:20,2000,,sell,0.9062,0,0,0.01,WIN,0.37,73.6
2000-08-03,21:35,2000,,sell,0.9046,0,0,0.01,LOSS,-0.15,73.45
2000-08-04,00:50,2000,,sell,0.9044,0,0,0.01,LOSS,-0.05,73.4
2000-08-04,05:00,2000,,buy,0.9049,0,0,0.01,LOSS,-0.35,73.05
2000-08-04,07:15,2000,,sell,0.9043,0,0,0.01,WIN,0.52,73.57
